Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,State,StateLabel,Remap,LogLikelihood,p0,p1,p2
167,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2671.233731,2685.839835,14.606104000000414,2.8206,3.8301,1.0094999999999996,4.3301,4.5978,0.2677000000000005,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.5978, 4.7003, 4.8049, 4.9168, 5.040500000000001, 5.1672, 5.300800000000001, 5.4607]","[4.6329, 4.7428, 4.8506, 4.9667, 5.1031, 5.2258, 5.3612, 5.524]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9070364205938708,0.003335436195810379,0.08962814321031261
168,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2685.864931,2700.492935,14.628004000000145,2.8295000000000003,3.839,1.0094999999999996,4.339,4.6197,0.2806999999999995,gix,gix,1,,0,1,1,2,4.0,4.0,[5.399100000000001],[5.4439],"[4.6197, 4.722700000000001, 4.8288, 4.9387, 5.0632, 5.2092]","[4.6582, 4.7676, 4.8786000000000005, 4.9943, 5.1199, 5.2693]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9010989104343038,0.008145855998543783,0.09075523356715734
169,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2700.504131,2715.109735,14.605603999999854,2.8206,3.8301,1.0094999999999996,4.3301,4.5973000000000015,0.2672000000000007,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.597300000000001, 4.6904, 4.7959000000000005, 4.920100000000001, 5.0486]","[4.6248000000000005, 4.736800000000001, 4.8491, 4.982600000000001, 5.113300000000001]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9007014965403242,0.010609200513735663,0.08868930294594637
170,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2715.133431,2729.760935,14.62750399999959,2.8241,3.8336,1.0095,4.3336000000000015,4.6192,0.2855999999999996,glc,glc,1,,0,1,1,2,4.0,4.0,"[5.4825, 5.641500000000001, 5.841200000000001]","[5.5459000000000005, 5.7106, 5.907]","[4.6192, 4.7144, 4.8218000000000005, 4.9447, 5.0658, 5.198, 5.3311]","[4.6582, 4.7587, 4.871, 4.9989, 5.1245, 5.2529, 5.388]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9013506403340912,0.012674355502237618,0.08597500416366806
171,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2729.774531,2744.388835,14.614304000000176,2.8206,3.8301,1.0094999999999996,4.3301,4.606,0.2759,iaa,iaa,1,,0,0,1,1,70.0,70.0,[5.6224],[5.6868],"[4.606, 4.7068, 4.8151, 4.930000000000001, 5.044300000000001, 5.1769, 5.3133, 5.4572]","[4.6458, 4.7492, 4.8661, 4.982600000000001, 5.1101, 5.2426, 5.379300000000001, 5.5217]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9075394296685508,0.012719948309478233,0.07974062202197582
172,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2744.404031,2759.0476350000013,14.643603999999867,2.8297000000000003,3.8392,1.0094999999999996,4.3392,4.6353,0.2961,hgz,hgz,1,,0,1,1,2,8.0,8.0,[],[],"[4.6353, 4.7451, 4.8602, 4.9715, 5.0896, 5.2151000000000005, 5.351500000000001, 5.5007]","[4.682, 4.793, 4.9087000000000005, 5.0244, 5.1486, 5.2798, 5.4147, 5.5685]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9148595143785081,0.012376104063559934,0.07276438155793702
173,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2759.059331,2773.732735,14.673404000000119,2.8282000000000003,3.8377,1.0094999999999996,4.3377,4.6657,0.3280000000000003,bjx,bjx,1,,0,1,1,2,-8.0,-8.0,"[4.6657, 4.7742, 4.9046, 5.0377, 5.1803, 5.3263, 5.468, 5.617, 5.7831]","[4.7135, 4.8279000000000005, 4.966600000000001, 5.104, 5.2514, 5.3936, 5.5369, 5.6913, 5.8462000000000005]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.927850390637612,0.010265921324858845,0.06188368803752917
174,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2773.745331,2788.351735,14.606404000000115,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5987,0.2710999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.5987, 4.708600000000001, 4.8303, 4.9623, 5.0959, 5.2381, 5.3823, 5.7925]","[4.6465000000000005, 4.760800000000001, 4.8945, 5.0265, 5.1597, 5.294300000000001, 5.4375, 5.8243]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9333504768446079,0.010500184104279326,0.05614933905111846
175,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2788.367331,2802.961435,14.594104000000243,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5864,0.2587999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.5864, 4.7012, 4.8209, 4.952500000000001, 5.0894, 5.2297, 5.3926]","[4.6306, 4.750900000000001, 4.8811, 5.016500000000001, 5.1508, 5.3036, 5.4593]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9393785679979486,0.010206285865687207,0.05041514613636807
176,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2802.989231,2817.585636,14.596404999999775,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5887,0.2610999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.5887, 4.7109000000000005]","[4.6329, 4.7693]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9459594017986501,0.009381462727640667,0.044659135473706105
177,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2817.608931,2832.234035,14.625103999999736,2.8206,3.8301,1.0094999999999996,4.3301,4.6168000000000005,0.2867000000000006,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[5.490200000000001, 5.6734]","[5.546200000000001, 5.7330000000000005]","[4.6168000000000005, 4.7282, 4.8263, 4.9424, 5.054600000000001, 5.1734, 5.3137]","[4.6555, 4.7612000000000005, 4.8723, 4.987900000000001, 5.1054, 5.2347, 5.3739]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9531186256404883,0.008022350976105676,0.03885902338340128
178,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2832.324131,2846.921935000001,14.597803999999995,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5901000000000005,0.2625000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.5901000000000005, 4.7007, 4.8079, 4.9318, 5.0659, 5.2038, 5.3493, 5.5]","[4.6332, 4.7431, 4.8655, 4.995, 5.1292, 5.2767, 5.4166, 5.5665]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9593617476147409,0.010944843352405333,0.02969340903285362
179,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2846.935531,2861.5314350000012,14.595903999999793,2.8217000000000003,3.8312,1.0094999999999996,4.3312,4.5882000000000005,0.2570000000000005,cfe,cfe,1,,0,1,1,2,-4.0,4.0,"[4.5882000000000005, 4.698, 4.8086, 4.9447, 5.0787, 5.2247, 5.375900000000001, 5.556500000000001]","[4.6327, 4.7465, 4.8661, 5.0087, 5.144, 5.2944, 5.445600000000001, 5.625]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9613022149347678,0.017271701408966667,0.021426083656260576
180,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2861.553931,2876.1418350000013,14.58790399999998,2.8224,3.8319,1.0095,4.3319,4.5802000000000005,0.2483000000000004,bbm,bbm,1,,0,1,1,2,-8.0,8.0,"[4.5802000000000005, 4.6261, 4.6263000000000005, 4.6287, 4.6657, 4.7834, 4.9042, 5.0316, 5.1691, 5.313400000000001, 5.465400000000001, 5.6334, 5.7827, 5.9495000000000005]","[4.5913, 4.6262, 4.6264, 4.6317, 4.721, 4.8406, 4.9649, 5.0958000000000006, 5.245, 5.3807, 5.5324, 5.7096, 5.8605, 6.017600000000001]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.961366550329559,0.02277651091405873,0.015856938756386985
181,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2876.154531,2890.739335,14.584804000000075,2.8224,3.8319,1.0095,4.3319,4.5771000000000015,0.2452000000000005,bbm,bbm,1,,0,1,1,2,-8.0,8.0,"[4.577100000000001, 4.684, 4.8113, 4.9354000000000005, 5.0747, 5.2292000000000005, 5.3714, 5.5255, 5.7164]","[4.6186, 4.7349000000000006, 4.872, 5.0036000000000005, 5.1466, 5.291300000000001, 5.4459, 5.5967, 5.7675]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9605357057682858,0.02752099356915484,0.011943300662558096
182,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2890.751931,2905.355335,14.60340400000041,2.8309,3.8404,1.0094999999999996,4.3404,4.5957,0.2553000000000001,dqx,dqx,1,,0,1,1,2,-2.0,2.0,"[4.5957, 4.7156, 4.829000000000001, 4.9546, 5.0826, 5.2173, 5.3601, 5.512300000000001, 5.6988]","[4.6406, 4.7616000000000005, 4.8869, 5.0151, 5.1489, 5.2866, 5.431900000000001, 5.5765, 5.7625]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9592983382639222,0.031498265605105574,0.009203396130966436
183,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2905.374931,2920.005835,14.6309040000001,2.8271,3.8366,1.0094999999999996,4.3366,4.6232000000000015,0.2866000000000008,con,con,1,,0,1,1,2,-4.0,4.0,"[4.623200000000001, 4.7304, 4.851, 4.9858, 5.135400000000001, 5.287100000000001, 5.4373000000000005, 5.591, 5.7484]","[4.6657, 4.7822000000000005, 4.909, 5.052700000000001, 5.207800000000001, 5.3575, 5.5120000000000005, 5.6551, 5.827500000000001]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.957920181367426,0.03458872965827396,0.007491088974305709
184,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,2920.019531,2939.608535000001,19.58900399999993,2.8206,3.8301,1.0094999999999996,4.3301,4.5888,0.2587000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.5888, 4.6736]","[4.5971, 4.7268]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9567015745170918,0.03683222730522613,0.0064661981776884744
185,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2939.630831,2954.305135,14.674304000000115,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6666,0.3389999999999995,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6666, 4.7846, 4.9124, 5.0517]","[4.7203, 4.8447000000000005, 4.9754000000000005, 5.117100000000001]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9599804444545704,0.03187068984682225,0.00814886569860793
186,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2954.327931,2968.937335,14.609404000000268,2.8237,3.8332,1.0095,4.3332000000000015,4.6017,0.2684999999999995,djg,djg,1,,0,1,1,2,-2.0,2.0,"[4.6017, 4.699800000000001, 4.8222000000000005, 4.9469, 5.0774, 5.2186, 5.3631, 5.5177000000000005, 5.6721, 5.8296, 5.9882, 6.144900000000001, 6.3448, 7.3548]","[4.6268, 4.758, 4.8767000000000005, 5.0071, 5.1475, 5.2892, 5.4365000000000006, 5.589700000000001, 5.747, 5.9095, 6.0583, 6.2372000000000005, 6.4149, 7.3697]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250723-143812,2025-07-23,14:38:25.191165,15:38:39.733082,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9643124089030131,0.026293803109022778,0.00939378798796762
